in/out/ambiguous,start_human,start_llm,end_human,end_llm,Transcript,story_seg_human,story_seg_llm,intersection,union
out,FALSE,FALSE,FALSE,FALSE,"INV: were you ever at the doctor any other time, besides the time you got a shot ?",FALSE,FALSE,FALSE,FALSE
in,TRUE,TRUE,FALSE,FALSE,CHI: I been to a different doctor to get my legs checked .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: to get your eyes checked ?,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CHI: my legs .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: oh your legs .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: get your legs checked ?,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: what happened ?,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CHI: &-um he wanted to see if I walked straight .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: he wanted to see if you walked straight ?,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CHI: if I would hafta get braces on my legs .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: uhhuh ?,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CHI: so &-um mom took me there .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: so your mom took you there ?,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CHI: there was a whole bunch of kids there .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: were there ?,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CHI: they were yelling and screaming .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CHI: a little &-um kid &-um she (.) little babies who were running down the hall .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CHI: so I was getting my legs checked first because I was starting to cry you_know and [/] &-um and their mothers &-um picked them up and spanked them because they were crying for no reason .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: uhhuh ?,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CHI: a:nd &=giggles a little boy +...,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CHI: &-um &-um it was not Mom's friend but Mommy's starting to talk to the lady .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CHI: and &-um her little boy had braces on his legs and &-um he showed .,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,"CHI: the little boy goes +""/.",TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,"CHI: +"" Mom you're going to show everybody .",TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,"CHI: Mom goes +""/.",TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,"CHI: +"" well I'm sorry .",TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: that's what his mom said .,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,"INV: +"" well I'm sorry .",TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: huh ?,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: uhhuh ?,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,CHI: no his mom +...,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,FALSE,FALSE,"INV: his mom said +""/.",TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,FALSE,"INV: +"" well I'm sorry .",TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: yeah .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: oh .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: uhhuh ?,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: and she: &=giggles .,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: have you ever been in a hospital ?,FALSE,TRUE,FALSE,TRUE
out,FALSE,FALSE,FALSE,FALSE,CHI: hm: .,FALSE,TRUE,FALSE,TRUE
in,TRUE,FALSE,FALSE,TRUE,"CHI: when my mom was going to have my little baby brother, we went to see her .",TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: oh tell me about it .,TRUE,FALSE,FALSE,TRUE
in,FALSE,TRUE,FALSE,FALSE,"CHI: &-um she went, she, &-um we &-um she got out of bed and she wasn't allowed [!] and she was going to eat her food [!] and &-um she snuck [!] out to get us a piece of candy and a note .",TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: she snuck out to get you a piece of candy and a note ?,TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: uhhuh ?,TRUE,TRUE,TRUE,TRUE
in,FALSE,FALSE,TRUE,TRUE,"CHI: and, &-um when we got home from grandma's, well my dad usually came to see me and he, &-um he usually took us home instead of grandmama always watching us, grandparents .",TRUE,TRUE,TRUE,TRUE
out,FALSE,FALSE,FALSE,FALSE,INV: uhhuh ?,FALSE,FALSE,FALSE,FALSE
