in/out/ambiguous,start,end,Transcript
in,TRUE,FALSE,MOT: xxx workin(g) because we did too xxx and the xxx was not workin(g) we made a meal tape [?] .
out,FALSE,FALSE,MOT: 0 [=! clears throat] .
in,FALSE,FALSE,MOT: and for somehow (.) the (.) machine did not accept that .
in,FALSE,FALSE,MOT: +^ we did not (.) were able to get in through [!] it .
in,FALSE,FALSE,MOT: so I guess we'll hafta do it today .
out,FALSE,FALSE,CHI: 0 [=! gagging noise] .
out,FALSE,FALSE,MOT: Chi come on downstairs and eat !
out,FALSE,FALSE,CHI: why ?
out,FALSE,FALSE,CHI: &~aw tired [!] after school today [?] .
out,FALSE,FALSE,MOT: I don't care .
out,FALSE,FALSE,MOT: +^ you're gonna hafta eat supper .
out,FALSE,FALSE,MOT: 0 [=! clears throat] .
out,FALSE,FALSE,CHI: I already ate in school .
out,FALSE,FALSE,MOT: I don't care .
out,FALSE,FALSE,MOT: you're gonna have roast beef and &-uh (.) potatoes and carrots .
out,FALSE,FALSE,MOT: so let's get going .
out,FALSE,FALSE,MOT: let's start eating .
out,FALSE,FALSE,MOT: come on (.) here's your plate .
out,FALSE,FALSE,MOT: let's go .
out,FALSE,FALSE,CHI: (.) mm .
out,FALSE,FALSE,CHI: it's good .
out,FALSE,FALSE,MOT: do you like it ?
out,FALSE,FALSE,CHI: mm .
out,FALSE,FALSE,MOT: corned beef ?
out,FALSE,FALSE,MOT: I mean roast beef ?
out,FALSE,FALSE,CHI: &=burps .
out,FALSE,FALSE,MOT: Chi [= nickname] there's no need for that .
out,FALSE,FALSE,MOT: come on let's start eating .
out,FALSE,FALSE,CHI: I'm full [!] .
out,FALSE,FALSE,MOT: I don't care .
out,FALSE,FALSE,MOT: +^ let's start to eat .
out,FALSE,FALSE,CHI: that's garbage !
out,FALSE,FALSE,MOT: no it's not .
out,FALSE,FALSE,MOT: roast beef is good for you .
out,FALSE,FALSE,CHI: &=burps .
out,FALSE,FALSE,MOT: come on .
out,FALSE,FALSE,MOT: (..) please put her [= cat?] back now (.) and start eating !
out,FALSE,FALSE,MOT: stop playing games !
out,FALSE,FALSE,MOT: come on (.) give me her !
out,FALSE,FALSE,MOT: put her away !
out,FALSE,FALSE,MOT: one !
out,FALSE,FALSE,MOT: two [>] !
out,FALSE,FALSE,CHI: uno@s:spa [<] !
out,FALSE,FALSE,CHI: dos@s:spa [>] !
out,FALSE,FALSE,MOT: let's [<] go .
out,FALSE,FALSE,CHI: I don't want xxx .
out,FALSE,FALSE,MOT: <you're doin(g) a dance> [=? you don't wanna xxx] so [?] start eating .
out,FALSE,FALSE,CHI: no !
out,FALSE,FALSE,MOT: I said to .
out,FALSE,FALSE,MOT: get at the table now !
out,FALSE,FALSE,MOT: one !
out,FALSE,FALSE,MOT: two !
out,FALSE,FALSE,MOT: three !
out,FALSE,FALSE,MOT: let's go .
in,FALSE,FALSE,MOT: put it on again [!] and I'll unplug it !
out,FALSE,FALSE,MOT: now get over there .
out,FALSE,FALSE,CHI: www &=whines I'm not doin(g) it [= mealtime tape] over again !
out,FALSE,FALSE,MOT: we have [!] to do it over .
out,FALSE,FALSE,MOT: let's go .
out,FALSE,FALSE,MOT: (.) come on Chi [= nickname] .
out,FALSE,FALSE,CHI: mm .
out,FALSE,FALSE,CHI: +^ this is good .
out,FALSE,FALSE,CHI: the &~ca carrots (.) taste a little raw &=roars !
out,FALSE,FALSE,MOT: they're not raw [!] .
out,FALSE,FALSE,MOT: come on let's go .
out,FALSE,FALSE,CHI: mm good .
out,FALSE,FALSE,CHI: so good [!] I forgot to laugh [!] .
out,FALSE,FALSE,MOT: (..) don't do that !
out,FALSE,FALSE,MOT: +^ let's start eating .
out,FALSE,FALSE,CHI: 0 [=! continues to make noises] .
out,FALSE,FALSE,MOT: (.) is the corned beef good ?
out,FALSE,FALSE,CHI: 0 [=! makes noise with throat] .
out,FALSE,FALSE,CHI: I sure eat fast .
in,FALSE,TRUE,MOT: you know we hafta do this tape (.) and soon as it's all done (.) we'll give it to them and (.) be all set .
in,TRUE,FALSE,MOT: +^ that way they can say we did it all for (th)em .
in,FALSE,TRUE,MOT: it only takes [!] a couple of seconds (.) and we'd do it anyhow .
out,FALSE,FALSE,MOT: you know that .
out,FALSE,FALSE,MOT: don't do that with your teeth .
out,FALSE,FALSE,MOT: you want some milk ?
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,MOT: why don't you just have a little glass of milk .
out,FALSE,FALSE,CHI: I'm all tired [!] of milk .
out,FALSE,FALSE,MOT: want some [//] a little bit of chocolate milk ?
out,FALSE,FALSE,CHI: sure [!] [=? yeah] .
out,FALSE,FALSE,MOT: okay .
out,FALSE,FALSE,MOT: (.) here's your chocolate milk .
out,FALSE,FALSE,MOT: okay ?
out,FALSE,FALSE,MOT: come on but I want you to eat too .
out,FALSE,FALSE,MOT: (.) don't make that sound !
out,FALSE,FALSE,CHI: 0 [=! makes gagging noise] .
out,FALSE,FALSE,MOT: let's go .
out,FALSE,FALSE,MOT: +^ let's (.) eat .
out,FALSE,FALSE,CHI: 0 [=! makes gagging noise] .
out,FALSE,FALSE,MOT: go ahead .
out,FALSE,FALSE,MOT: +^ you're only hurtin(g) yourself .
out,FALSE,FALSE,MOT: stop it !
out,FALSE,FALSE,CHI: 0 [=! makes gagging noise] .
out,FALSE,FALSE,MOT: what happened today in school ?
out,FALSE,FALSE,CHI: 0 [=! makes gagging noise] .
out,FALSE,FALSE,CHI: &-uh (.) &-um (.) &-um (.) &-uh (.) I went to potty .
out,FALSE,FALSE,MOT: don't talk that way neither (be)cause I don't wanna hear it over the tape +...
out,FALSE,FALSE,MOT: bein(g) smart .
out,FALSE,FALSE,CHI: I told [!] you no one's perfect in the world [!] .
out,FALSE,FALSE,MOT: I didn't say they were [!] .
out,FALSE,FALSE,MOT: if you were perfect you wouldn't be here .
out,FALSE,FALSE,MOT: sit up [!] now !
out,FALSE,FALSE,CHI: (..) I don't want no more .
out,FALSE,FALSE,MOT: couldn't you eat just a little bit more Chi ?
out,FALSE,FALSE,CHI: 0 [=! noise blowing air through lips] .
out,FALSE,FALSE,CHI: xxx [>] .
out,FALSE,FALSE,MOT: <come on> [<] because after this you can watch tv .
out,FALSE,FALSE,MOT: come on (be)cause Frosty the Snowman is on tonight .
out,FALSE,FALSE,MOT: I think it's Frosty anyhow .
out,FALSE,FALSE,CHI: Frosty Returns ?
out,FALSE,FALSE,MOT: no (.) but [//] just Frosty the Snowman +//.
out,FALSE,FALSE,MOT: I don't know which one it is .
out,FALSE,FALSE,CHI: done [>] !
out,FALSE,FALSE,MOT: could [<] be .
out,FALSE,FALSE,MOT: I dunno [: don't know] .
out,FALSE,FALSE,MOT: you're not done yet !
out,FALSE,FALSE,MOT: +^ you still got a little bit more .
out,FALSE,FALSE,MOT: +^ let's go .
out,FALSE,FALSE,CHI: no !
out,FALSE,FALSE,MOT: I said let's eat some more [!] .
out,FALSE,FALSE,MOT: eat the meat anyhow Chi .
out,FALSE,FALSE,CHI: okay I'm done .
out,FALSE,FALSE,MOT: no you're not done [!] .
out,FALSE,FALSE,MOT: there's three more pieces there .
out,FALSE,FALSE,MOT: +^ let's go .
out,FALSE,FALSE,CHI: one .
out,FALSE,FALSE,MOT: honey don't be smart [!] .
out,FALSE,FALSE,MOT: get the plate in front of you now !
out,FALSE,FALSE,MOT: www [=! clears throat] stop !
in,TRUE,FALSE,MOT: keep on pushin(g) it (.) and I'm gonna give you a spank .
out,FALSE,FALSE,MOT: stop now !
out,FALSE,FALSE,MOT: +^ I'm not playin(g) !
out,FALSE,FALSE,CHI: I didn't see you with the Candy_Land .
out,FALSE,FALSE,CHI: I know you're not playing [>] +/.
out,FALSE,FALSE,MOT: <I didn't> [<] say I was playing games .
out,FALSE,FALSE,MOT: I said start eating !
out,FALSE,FALSE,MOT: 0 [=! clears throat] .
out,FALSE,FALSE,MOT: think everything is all fun and games but life isn't fun and games you know .
out,FALSE,FALSE,CHI: I know the world ain't fun with games .
out,FALSE,FALSE,CHI: I don't see no (.) checkerboard on the floor .
out,FALSE,FALSE,CHI: don't think so .
out,FALSE,FALSE,MOT: <you mean you don't think so> [=? what do you mean you don't think so] ?
out,FALSE,FALSE,CHI: Mom done one .
out,FALSE,FALSE,CHI: no this is my second one already .
out,FALSE,FALSE,MOT: you got two more to go xxx .
out,FALSE,FALSE,MOT: then let's go .
out,FALSE,FALSE,MOT: (..) Teddy [= cat?] will always be there .
out,FALSE,FALSE,MOT: +^ she's sittin(g) in her box .
out,FALSE,FALSE,CHI: kitty litter box ?
out,FALSE,FALSE,MOT: no .
out,FALSE,FALSE,MOT: in her house .
out,FALSE,FALSE,MOT: don't be funny .
out,FALSE,FALSE,MOT: just a little bit more Chi [= nickname] .
out,FALSE,FALSE,CHI: no .
out,FALSE,FALSE,MOT: I said eat some more .
out,FALSE,FALSE,CHI: there !
out,FALSE,FALSE,MOT: tv don't go on until you're done eatin(g) .
out,FALSE,FALSE,MOT: stop takin(g) your pick [?] .
out,FALSE,FALSE,CHI: 0 [=! makes a siren-like noise] .
out,FALSE,FALSE,MOT: well (.) that's the way life goes .
out,FALSE,FALSE,MOT: come on just a little bit more then I can shut the tape off and +...
out,FALSE,FALSE,MOT: come on !
out,FALSE,FALSE,MOT: let's go .
out,FALSE,FALSE,MOT: Chi .
out,FALSE,FALSE,MOT: well looks like the best I can do â€ž huh ?
in,FALSE,TRUE,MOT: well (.) he's walkin(g) away (.) he's goin(g) upstairs (.) he don't wanna record no more .
out,FALSE,FALSE,MOT: what's the matter (.) the cat got your tongue ?
out,FALSE,FALSE,CHI: I'm not xxx [=! high-pitched noise] playing !
out,FALSE,FALSE,MOT: neither am I .
out,FALSE,FALSE,CHI: shut [!] the damn tape off now !
out,FALSE,FALSE,MOT: no .
out,FALSE,FALSE,CHI: 0 .
in,TRUE,FALSE,MOT: bang on that wall again (.) <you're gonna> [//] you're dead meat .
out,FALSE,FALSE,CHI: 0 .
out,FALSE,FALSE,CHI: come on !
out,FALSE,FALSE,MOT: xxx [//] get down the stairs now !
out,FALSE,FALSE,MOT: move [!] it now !
out,FALSE,FALSE,CHI: &=screams .
out,FALSE,FALSE,MOT: stop bangin(g) on the walls !
out,FALSE,FALSE,MOT: (.) daily routine .
out,FALSE,FALSE,MOT: every mealtime it's like this (.) like a zoo .
out,FALSE,FALSE,MOT: let's go .
out,FALSE,FALSE,MOT: one !
out,FALSE,FALSE,MOT: two !
out,FALSE,FALSE,MOT: at three you're not at this table <you you> [/] you're gonna [: going to] get it !
out,FALSE,FALSE,MOT: three .
out,FALSE,FALSE,MOT: get at that table now .
out,FALSE,FALSE,MOT: let's go .
out,FALSE,FALSE,CHI: 0 [=! makes noise in his throat] .
out,FALSE,FALSE,MOT: let's go .
out,FALSE,FALSE,CHI: no &=screams [>] !
out,FALSE,FALSE,MOT: <eat that last piece> [<] of meat .
out,FALSE,FALSE,MOT: eat that last piece of meat now .
out,FALSE,FALSE,CHI: done .
out,FALSE,FALSE,CHI: (..) there I'm done !
out,FALSE,FALSE,MOT: now get your dish and put it in the sink !
out,FALSE,FALSE,MOT: what is wrong [!] with you ?
out,FALSE,FALSE,CHI: I'm crazy !
out,FALSE,FALSE,MOT: <yeah you> [>] said it .
out,FALSE,FALSE,CHI: &=burps [<] .
out,FALSE,FALSE,MOT: don't play with it !
out,FALSE,FALSE,MOT: now pick it up .
out,FALSE,FALSE,CHI: no !
out,FALSE,FALSE,MOT: www &=sighs what a long day .
out,FALSE,FALSE,MOT: well this is our mealtime .
out,FALSE,FALSE,CHI: 0 [=! long
out,FALSE,FALSE,CHI: 0 [=! claps twice] .
out,FALSE,FALSE,CHI: clap on !
out,FALSE,FALSE,CHI: 0 [=! claps twice] .
out,FALSE,FALSE,CHI: clap off !
out,FALSE,FALSE,CHI: 0 [=! claps twice] .
out,FALSE,FALSE,CHI: clap on clap on (.) clap on .
out,FALSE,FALSE,CHI: (.) clap on !
out,FALSE,FALSE,CHI: &~cla la la .
out,FALSE,FALSE,CHI: clap on !
out,FALSE,FALSE,CHI: (..) clap on !
out,FALSE,FALSE,CHI: (.) clap on !
out,FALSE,FALSE,MOT: leave it alone !
out,FALSE,FALSE,MOT: it's not a toy .
out,FALSE,FALSE,CHI: 0 [=! makes noises which sound kind of weird and vaguely tuneful] .
out,FALSE,FALSE,MOT: come on !
out,FALSE,FALSE,MOT: give me that now !
out,FALSE,FALSE,MOT: I don't want it bustin(g) .
out,FALSE,FALSE,MOT: it's not mine .
out,FALSE,FALSE,MOT: no more .
